Username;Game;In-game-time;Date
SpiffyCheese;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 22m 02s 350ms (in-game time) (- place);22m 02s 350ms ();2021-05-15
SpiffyCheese;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 23m 37s 450ms (in-game time) (- place);23m 37s 450ms ();2021-03-13
SpiffyCheese;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 27m 25s 250ms (in-game time) (- place);27m 25s 250ms ();2021-03-06
SpiffyCheese;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, Vanilla)						 39m 48s 700ms (in-game time) (- place);39m 48s 700ms ();2021-02-02
Spitfire57;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 19m 09s 200ms (in-game time) (383rd place);19m 09s 200ms ();2021-05-10
Spitfire57;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 19m 39s 350ms (in-game time) (- place);19m 39s 350ms ();2021-04-26
Spitfire57;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 21m 59s 200ms (in-game time) (- place);21m 59s 200ms ();2021-02-27
Spitfire57;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 25m 44s 150ms (in-game time) (- place);25m 44s 150ms ();2021-01-29
Spitfire57;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 26m 49s 450ms (in-game time) (- place);26m 49s 450ms ();2021-01-22
Spitfire57;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, Vanilla)						 31m 57s 940ms (in-game time) (- place);31m 57s 940ms ();2020-12-29
Spitfire57;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, Vanilla)						 34m 27s 000ms (in-game time) (- place);34m 27s 000ms ();2020-12-24
Spitfire57;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, Vanilla)						 46m 48s 240ms (in-game time) (- place);46m 48s 240ms ();2020-12-10
Spropl;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 14m 42s 350ms (in-game time) (58th place);14m 42s 350ms ();2021-05-29
Spropl;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 15m 15s 350ms (in-game time) (- place);15m 15s 350ms ();2021-05-23
Spropl;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 15m 32s 700ms (in-game time) (- place);15m 32s 700ms ();2021-05-21
Spropl;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 16m 15s 030ms (in-game time) (- place);16m 15s 030ms ();2021-02-26
Spropl;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 17m 33s 350ms (in-game time) (- place);17m 33s 350ms ();2021-02-18
Spropl;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 18m 10s 450ms (in-game time) (- place);18m 10s 450ms ();2021-02-05
Spropl;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 18m 18s 800ms (in-game time) (- place);18m 18s 800ms ();2021-01-18
Spropl;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 19m 42s 500ms (in-game time) (- place);19m 42s 500ms ();2021-01-01
Spropl;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 22m 39s 850ms (in-game time) (- place);22m 39s 850ms ();2020-11-18
Spropl;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 26m 01s 550ms (in-game time) (- place);26m 01s 550ms ();2020-09-09
Spropl;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 29m 55s 090ms (in-game time) (- place);29m 55s 090ms ();2020-08-29
Spropl;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 34m 49s (in-game time) (- place);34m 49s ();2020-08-11
Spropl;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 34m 54s (in-game time) (- place);34m 54s ();2020-07-20
squidy;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 16m 53s 350ms (in-game time) (177th place);16m 53s 350ms ();2021-05-15
squidy;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 22m 39s 700ms (in-game time) (- place);22m 39s 700ms ();2021-03-05
squidy;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 23m 59s 950ms (in-game time) (- place);23m 59s 950ms ();2021-01-31
squidy;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 31m 51s 950ms (in-game time) (- place);31m 51s 950ms ();2021-01-15
StainlessSteel;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 17m 53s 800ms (in-game time) (270th place);17m 53s 800ms ();2021-02-09
StainlessSteel;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 19m 00s 850ms (in-game time) (- place);19m 00s 850ms ();2021-01-21
StainlessSteel;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 21m 39s 750ms (in-game time) (- place);21m 39s 750ms ();2020-12-30
StainlessSteel;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 26m 29s 070ms (in-game time) (- place);26m 29s 070ms ();2020-11-23
StarCrash;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 19m 40s (in-game time) (436th place);19m 40s ();2021-06-09
StarCrash;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 23m 28s (in-game time) (- place);23m 28s ();2021-05-14
Stevie7;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 15m 42s 750ms (in-game time) (101st place);15m 42s 750ms ();2021-03-30
Stevie7;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 19m 50s 100ms (in-game time) (- place);19m 50s 100ms ();2021-01-29
Stevie7;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 22m 48s 700ms (in-game time) (- place);22m 48s 700ms ();2021-01-14
Stevie7;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 24m 58s 860ms (in-game time) (- place);24m 58s 860ms ();2020-12-23
Stevie7;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, Vanilla)						 26m 19s (in-game time) (- place);26m 19s ();2020-11-27
Stevie7;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, Vanilla)						 26m 42s (in-game time) (- place);26m 42s ();2020-11-08
Stevie7;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, Vanilla)						 28m 13s (in-game time) (- place);28m 13s ();2020-11-06
stratboi;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 18m 05s 950ms (in-game time) (285th place);18m 05s 950ms ();2021-06-10
Strick_Nine_TV;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 16m 38s (in-game time) (161st place);16m 38s ();2021-03-18
Strick_Nine_TV;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 19m 17s 100ms (in-game time) (- place);19m 17s 100ms ();2021-02-07
Strick_Nine_TV;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 21m 16s 650ms (in-game time) (- place);21m 16s 650ms ();2021-01-10
Strick_Nine_TV;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 25m 28s 100ms (in-game time) (- place);25m 28s 100ms ();2021-01-01
Strick_Nine_TV;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 25m 54s 450ms (in-game time) (- place);25m 54s 450ms ();2020-12-30
Strick_Nine_TV;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 27m 04s 900ms (in-game time) (- place);27m 04s 900ms ();2020-12-18
Strick_Nine_TV;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 32m 44s 550ms (in-game time) (- place);32m 44s 550ms ();2020-12-15
Strick_Nine_TV;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 37m 09s 650ms (in-game time) (- place);37m 09s 650ms ();2020-12-14
Strick_Nine_TV;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 38m 52s 800ms (in-game time) (- place);38m 52s 800ms ();2020-12-08
Strick_Nine_TV;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 43m 18s (in-game time) (- place);43m 18s ();2020-12-07
Strick_Nine_TV;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 48m 14s 030ms (in-game time) (- place);48m 14s 030ms ();2020-12-06
Strick_Nine_TV;Any% Glitchless - Random Seed, 1.16+							(1.16, Normal, F3, CaffeineMC)						 49m 07s 098ms (in-game time) (- place);49m 07s 098ms ();2020-12-02
SunOmega;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 18m 14s (in-game time) (296th place);18m 14s ();2021-05-03
SuperC;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 16m 57s 550ms (in-game time) (179th place);16m 57s 550ms ();2021-02-20
SuperC;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 28m 49s (in-game time) (- place);28m 49s ();2021-01-03
suravil;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 12m 19s 583ms (in-game time) (8th place);12m 19s 583ms ();2021-05-27
suravil;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 16m 06s 667ms (in-game time) (- place);16m 06s 667ms ();2021-03-10
suravil;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, Vanilla)						 25m 30s 800ms (in-game time) (- place);25m 30s 800ms ();2020-12-23
suravil;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, Vanilla)						 29m 33s 550ms (in-game time) (- place);29m 33s 550ms ();2020-11-10
suravil;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, Vanilla)						 38m 52s 099ms (in-game time) (- place);38m 52s 099ms ();2020-10-26
Talon;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 19m 12s 050ms (in-game time) (390th place);19m 12s 050ms ();2021-04-02
TapL;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 17m 33s (in-game time) (234th place);17m 33s ();2021-06-02
TapL;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 23m 04s 200ms (in-game time) (- place);23m 04s 200ms ();2021-05-18
TapL;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 24m 42s (in-game time) (- place);24m 42s ();2021-05-03
TapL;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 24m 53s 800ms (in-game time) (- place);24m 53s 800ms ();2021-04-14
TapL;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 28m 13s 800ms (in-game time) (- place);28m 13s 800ms ();2021-04-10
TaxmanMax;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 18m 39s (in-game time) (336th place);18m 39s ();2021-03-21
TaymNeon;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 18m 03s 450ms (in-game time) (283rd place);18m 03s 450ms ();2021-05-04
Teddiursa1234;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 16m 44s 700ms (in-game time) (166th place);16m 44s 700ms ();2021-04-17
Teddiursa1234;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 18m 03s 350ms (in-game time) (- place);18m 03s 350ms ();2021-03-20
Teddiursa1234;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 20m 03s 600ms (in-game time) (- place);20m 03s 600ms ();2021-02-12
Teddiursa1234;Any% Glitchless - Random Seed, 1.16+							(1.16.1, F3, CaffeineMC)						 24m 41s 050ms (in-game time) (- place);24m 41s 050ms ();2021-01-06
Teddiursa1234;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, Vanilla)						 34m 56s (in-game time) (- place);34m 56s ();2020-11-16
Tegez;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 16m 34s 650ms (in-game time) (153rd place);16m 34s 650ms ();2021-04-09
Tegez;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 18m 43s 450ms (in-game time) (- place);18m 43s 450ms ();2021-03-16
Tegez;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 20m 42s 450ms (in-game time) (- place);20m 42s 450ms ();2021-03-07
tekniik;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 17m 58s 900ms (in-game time) (277th place);17m 58s 900ms ();2021-02-12
tekniik;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 20m 12s 600ms (in-game time) (- place);20m 12s 600ms ();2021-01-20
tekniik;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 22m 23s 300ms (in-game time) (- place);22m 23s 300ms ();2020-12-04
tekniik;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 22m 36s 095ms (in-game time) (- place);22m 36s 095ms ();2020-10-17
tekniik;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 29m 53s 060ms (in-game time) (- place);29m 53s 060ms ();2020-09-20
tekniik;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 32m 06s 650ms (in-game time) (- place);32m 06s 650ms ();2020-08-17
tekniik;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 38m 10s 050ms (in-game time) (- place);38m 10s 050ms ();2020-07-29
temet;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 17m 16s 500ms (in-game time) (211th place);17m 16s 500ms ();2021-05-12
temet;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 22m 13s 550ms (in-game time) (- place);22m 13s 550ms ();2021-05-04
temet;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 25m 38s 850ms (in-game time) (- place);25m 38s 850ms ();2021-04-29
temp_gd;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 19m 25s 950ms (in-game time) (411th place);19m 25s 950ms ();2021-05-06
temp_gd;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 27m 08s 650ms (in-game time) (- place);27m 08s 650ms ();2021-01-27
temp_gd;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, Vanilla)						 30m 52s 980ms (in-game time) (- place);30m 52s 980ms ();2020-12-03
Tenori;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 14m 40s 767ms (in-game time) (57th place);14m 40s 767ms ();2021-04-28
Tenori;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 20m 30s 300ms (in-game time) (- place);20m 30s 300ms ();2021-03-31
Tenori;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 26m 13s 500ms (in-game time) (- place);26m 13s 500ms ();2021-03-06
Thananiel_;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 15m 58s (in-game time) (116th place);15m 58s ();2021-05-30
Thananiel_;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 17m 36s 700ms (in-game time) (- place);17m 36s 700ms ();2021-04-16
Thananiel_;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 17m 41s 900ms (in-game time) (- place);17m 41s 900ms ();2021-04-13
Thananiel_;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 17m 51s 450ms (in-game time) (- place);17m 51s 450ms ();2021-04-04
Thananiel_;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 18m 04s 250ms (in-game time) (- place);18m 04s 250ms ();2021-04-01
Thananiel_;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 20m 10s 500ms (in-game time) (- place);20m 10s 500ms ();2021-03-05
Thananiel_;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 23m 40s 200ms (in-game time) (- place);23m 40s 200ms ();2021-02-24
Thananiel_;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 27m 26s 200ms (in-game time) (- place);27m 26s 200ms ();2021-02-12
Thananiel_;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 35m 45s 005ms (in-game time) (- place);35m 45s 005ms ();2021-01-31
Thananiel_;Cooperative Any% Glitchless - Random Seed, 1.16.100+							(1.16.221, Easy)							with antonibonantonibon, Lambo1234567888Lambo1234567888  26m 52s (4th place);26m 52s;2021-05-13
Thananiel_;Cooperative Any% Glitchless - Random Seed, 1.16.100+							(1.16.210, Easy)							with antonibonantonibon, Lambo1234567888Lambo1234567888  31m 41s (- place);31m 41s;2021-04-04
Thananiel_;Cooperative Any% Glitchless - Random Seed, 1.16.100+							(1.16.210, Easy)							with antonibonantonibon, Lambo1234567888Lambo1234567888  41m 19s (- place);41m 19s;2021-03-28
Thannus;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 15m 37s 250ms (in-game time) (99th place);15m 37s 250ms ();2021-04-14
Thannus;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 17m 55s 450ms (in-game time) (- place);17m 55s 450ms ();2021-03-23
Theb;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 17m 59s 550ms (in-game time) (279th place);17m 59s 550ms ();2021-04-26
TheBlazer97;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 13m 43s 250ms (in-game time) (25th place);13m 43s 250ms ();2021-02-28
TheBlazer97;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 16m 14s 500ms (in-game time) (- place);16m 14s 500ms ();2021-01-15
TheBlazer97;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, Vanilla)						 18m 40s 300ms (in-game time) (- place);18m 40s 300ms ();2020-11-30
TheBlazer97;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, Vanilla)						 21m 53s 600ms (in-game time) (- place);21m 53s 600ms ();2020-10-30
TheBlazer97;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, Vanilla)						 23m 30s 077ms (in-game time) (- place);23m 30s 077ms ();2020-10-19
TheBlazer97;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, Vanilla)						 30m 52s 088ms (in-game time) (- place);30m 52s 088ms ();2020-10-03
TheBlazer97;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, Vanilla)						 32m 18s 081ms (in-game time) (- place);32m 18s 081ms ();2020-09-29
thebuggy9000;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, Vanilla)						 17m 34s 650ms (in-game time) (236th place);17m 34s 650ms ();2021-04-01
thebuggy9000;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, Vanilla)						 18m 21s 900ms (in-game time) (- place);18m 21s 900ms ();2021-02-28
thebuggy9000;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, Vanilla)						 20m 03s 150ms (in-game time) (- place);20m 03s 150ms ();2021-02-18
thebuggy9000;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, Vanilla)						 23m 20s 100ms (in-game time) (- place);23m 20s 100ms ();2021-01-28
thebuggy9000;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, Vanilla)						 25m 29s 550ms (in-game time) (- place);25m 29s 550ms ();2020-12-28
thebuggy9000;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, Vanilla)						 29m 30s 092ms (in-game time) (- place);29m 30s 092ms ();2020-10-21
thebuggy9000;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, Vanilla)						 52m 59s 039ms (in-game time) (- place);52m 59s 039ms ();2020-09-09
TheeSizzler;HHH Any% Glitchless - Random Seed, 1.16+							(Hardcore, 1.16.1, F3, Fabric)						 25m 01s 950ms (in-game time) (1st place);25m 01s 950ms ();2021-04-08
TheeSizzler;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 11m 07s (in-game time) (2nd place);11m 07s ();2021-03-20
TheeSizzler;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 14m 27s 703ms (in-game time) (- place);14m 27s 703ms ();2021-02-23
TheeSizzler;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 15m 39s 133ms (in-game time) (- place);15m 39s 133ms ();2021-02-07
TheeSizzler;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 16m 05s 033ms (in-game time) (- place);16m 05s 033ms ();2021-02-01
TheeSizzler;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 18m 45s 450ms (in-game time) (- place);18m 45s 450ms ();2021-01-17
TheeSizzler;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, Vanilla)						 19m 41s 533ms (in-game time) (- place);19m 41s 533ms ();2020-08-08
TheeSizzler;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, Vanilla)						 25m 48s (in-game time) (- place);25m 48s ();2020-07-06
TheMonst3RPG;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 17m 29s 350ms (in-game time) (229th place);17m 29s 350ms ();2021-06-10
TheMonst3RPG;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 18m 50s 500ms (in-game time) (- place);18m 50s 500ms ();2021-05-11
TheMonst3RPG;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 20m 57s 150ms (in-game time) (- place);20m 57s 150ms ();2021-04-05
TheMonst3RPG;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 22m 25s 200ms (in-game time) (- place);22m 25s 200ms ();2021-03-19
TheMonst3RPG;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 26m 37s 055ms (in-game time) (- place);26m 37s 055ms ();2021-02-07
TheoRuns;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Hardcore, F3, CaffeineMC)						 19m 19s (in-game time) (401st place);19m 19s ();2021-06-08
TheTalkingMime;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 13m 42s 950ms (in-game time) (24th place);13m 42s 950ms ();2021-05-22
TheTalkingMime;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 14m 05s 967ms (in-game time) (- place);14m 05s 967ms ();2021-05-09
TheTalkingMime;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 15m 42s (in-game time) (- place);15m 42s ();2021-03-28
TheTalkingMime;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 17m 40s 900ms (in-game time) (- place);17m 40s 900ms ();2021-01-24
TheTalkingMime;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 19m 19s 500ms (in-game time) (- place);19m 19s 500ms ();2020-12-18
TheTalkingMime;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, Vanilla)						 23m 43s 800ms (in-game time) (- place);23m 43s 800ms ();2020-11-12
TheTalkingMime;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 25m 14s 080ms (in-game time) (- place);25m 14s 080ms ();2020-10-30
TheTalkingMime;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 35m 46s 020ms (in-game time) (- place);35m 46s 020ms ();2020-10-07
TheTalkingMime;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 40m 23s 050ms (in-game time) (- place);40m 23s 050ms ();2020-09-28
Thijmen;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 18m 07s 500ms (in-game time) (287th place);18m 07s 500ms ();2021-04-16
Thriive_;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, Vanilla)						 16m 21s 200ms (in-game time) (145th place);16m 21s 200ms ();2021-04-13
Thriive_;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, Vanilla)						 21m 49s 550ms (in-game time) (- place);21m 49s 550ms ();2021-01-29
Thriive_;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, Vanilla)						 23m 12s 500ms (in-game time) (- place);23m 12s 500ms ();2021-01-08
TigerFTW;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, Vanilla)						 17m 42s 050ms (in-game time) (250th place);17m 42s 050ms ();2021-06-16
TigerFTW;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 19m 25s 200ms (in-game time) (- place);19m 25s 200ms ();2021-04-30
TigerFTW;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Easy, F3, CaffeineMC)						 25m 29s (in-game time) (- place);25m 29s ();2021-04-02
tjthings;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 17m 46s 750ms (in-game time) (257th place);17m 46s 750ms ();2021-05-21
tjthings;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 22m 08s 600ms (in-game time) (- place);22m 08s 600ms ();2021-02-20
tjthings;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 23m 03s 050ms (in-game time) (- place);23m 03s 050ms ();2021-02-07
tjthings;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 26m 51s 150ms (in-game time) (- place);26m 51s 150ms ();2021-01-23
tjthings;Any% Glitchless - Random Seed, 1.16+							(1.16.1, Normal, F3, CaffeineMC)						 28m 36s 500ms (in-game time) (- place);28m 36s 500ms ();2021-01-09
