Rank,Player,Real time,In-game time,Version,Difficulty,F3,Mods,Date,Unnamed: 9,Unnamed: 10,Unnamed: 11,userlink
947th,Landxn30,36m 19s 220ms,36m 17s 200ms,36m 17s 200ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/Landxn30
948th,RIPAlex,36m 45s 040ms,36m 21s 010ms,36m 21s 010ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 weeks ago,,,https://www.speedrun.com/user/RIPAlex
949th,Ronarut,36m 35s 690ms,36m 26s 150ms,36m 26s 150ms (in-game time),1.16.1,Easy,F3,Vanilla,1 month ago,,,https://www.speedrun.com/user/Ronarut
950th,Gidan,36m 27s,36m 27s,36m 27s (in-game time),1.16.1,Easy,F3,CaffeineMC,6 months ago,,,https://www.speedrun.com/user/Gidan
951st,GarentheBear,36m 30s 006ms,36m 27s 040ms,36m 27s 040ms (in-game time),1.16.1,Normal,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/GarentheBear
952nd,Kaos21a,36m 34s 079ms,36m 27s 699ms,36m 27s 699ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/Kaos21a
953rd,daniotrix,36m 40s 016ms,36m 30s,36m 30s (in-game time),1.16.1,Normal,F3,Vanilla,2 months ago,,,https://www.speedrun.com/user/daniotrix
954th,ItsNeon,36m 30s 610ms,36m 30s 150ms,36m 30s 150ms (in-game time),1.16.1,Easy,F3,Vanilla,4 months ago,,,https://www.speedrun.com/user/ItsNeon
955th,electriceagle17,36m 37s 800ms,36m 30s 600ms,36m 30s 600ms (in-game time),1.16.1,Normal,F3,Vanilla,3 months ago,,,https://www.speedrun.com/user/electriceagle17
956th,MrGenVera,37m 26s,36m 31s,36m 31s (in-game time),1.16.1,Normal,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/MrGenVera
957th,Fan5364,36m 39s 833ms,36m 32s 150ms,36m 32s 150ms (in-game time),1.16.1,Easy,No F3,Vanilla,3 weeks ago,,,https://www.speedrun.com/user/Fan5364
958th,mikisf,36m 32s 530ms,36m 32s 400ms,36m 32s 400ms (in-game time),1.16.1,Normal,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/mikisf
959th,ethan_murdochson,36m 32s 770ms,36m 32s 770ms,36m 32s 770ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/ethan_murdochson
960th,ConnorIsAwake,36m 33s 320ms,36m 33s 320ms,36m 33s 320ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/ConnorIsAwake
961st,Antonamore,36m 34s 036ms,36m 34s 036ms,36m 34s 036ms (in-game time),1.16.1,Easy,F3,Vanilla,3 months ago,,,https://www.speedrun.com/user/Antonamore
962nd,iamnexus,37m 50s 110ms,36m 36s 400ms,36m 36s 400ms (in-game time),1.16.1,Easy,F3,Vanilla,2 months ago,,,https://www.speedrun.com/user/iamnexus
963rd,mrgray,39m 56s 002ms,36m 39s 400ms,36m 39s 400ms (in-game time),1.16.1,Easy,F3,Vanilla,2 months ago,,,https://www.speedrun.com/user/mrgray
964th,Orlikesque,37m 28s 120ms,36m 40s 650ms,36m 40s 650ms (in-game time),1.16.1,Normal,F3,CaffeineMC,3 months ago,,,https://www.speedrun.com/user/Orlikesque
965th,no_cool_name,37m 33s 610ms,36m 41s,36m 41s (in-game time),1.16.1,Normal,F3,Vanilla,1 month ago,,,https://www.speedrun.com/user/no_cool_name
966th,leonaril,36m 59s 840ms,36m 43s 950ms,36m 43s 950ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 week ago,,,https://www.speedrun.com/user/leonaril
967th,0v3rK1ll,38m 33s 360ms,36m 44s 050ms,36m 44s 050ms (in-game time),1.16.1,Normal,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/0v3rK1ll
968th,GunzNBudder,39m 22s 520ms,36m 48s 520ms,36m 48s 520ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/GunzNBudder
969th,Aethona,36m 58s 040ms,36m 49s 300ms,36m 49s 300ms (in-game time),1.16.1,Normal,F3,CaffeineMC,2 weeks ago,,,https://www.speedrun.com/user/Aethona
970th,MaRsoNxOG,36m 56s,36m 56s,36m 56s (in-game time),1.16.1,Normal,F3,Vanilla,6 months ago,,,https://www.speedrun.com/user/MaRsoNxOG
971st,aoba,36m 57s 100ms,36m 57s 100ms,36m 57s 100ms (in-game time),1.16.1,Normal,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/aoba
972nd,NightBird17,38m 12s 810ms,36m 57s 300ms,36m 57s 300ms (in-game time),1.16.1,Normal,F3,Vanilla,2 weeks ago,,,https://www.speedrun.com/user/NightBird17
973rd,EugeneGabs,37m 34s 450ms,36m 57s 350ms,36m 57s 350ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 week ago,,,https://www.speedrun.com/user/EugeneGabs
974th,Anthony89810,39m 38s,36m 57s 500ms,36m 57s 500ms (in-game time),1.16.1,Easy,F3,Vanilla,4 weeks ago,,,https://www.speedrun.com/user/Anthony89810
975th,Set_E_Boy,39m 24s,37m 00s,37m 00s (in-game time),1.16.1,Normal,F3,Vanilla,5 months ago,,,https://www.speedrun.com/user/Set_E_Boy
976th,Ultimate_Gamer,37m 24s 933ms,37m 01s 550ms,37m 01s 550ms (in-game time),1.16.1,Normal,F3,CaffeineMC,3 months ago,,,https://www.speedrun.com/user/Ultimate_Gamer
977th,Seventh_Sky,37m 03s 130ms,37m 03s 130ms,37m 03s 130ms (in-game time),1.16.1,Easy,F3,Vanilla,2 months ago,,,https://www.speedrun.com/user/Seventh_Sky
978th,Resper,37m 30s 049ms,37m 04s 065ms,37m 04s 065ms (in-game time),1.16.1,Normal,F3,CaffeineMC,5 months ago,,,https://www.speedrun.com/user/Resper
979th,slefforge,37m 05s,37m 05s,37m 05s (in-game time),1.16.1,Easy,F3,CaffeineMC,5 months ago,,,https://www.speedrun.com/user/slefforge
980th,Str4tosphere,37m 25s 071ms,37m 06s 040ms,37m 06s 040ms (in-game time),1.16.1,Easy,F3,Vanilla,3 weeks ago,,,https://www.speedrun.com/user/Str4tosphere
981st,steelpenguin,37m 06s 270ms,37m 06s 270ms,37m 06s 270ms (in-game time),1.16.1,Easy,F3,Vanilla,3 months ago,,,https://www.speedrun.com/user/steelpenguin
982nd,charlsst,37m 09s 120ms,37m 07s,37m 07s (in-game time),1.16.1,Normal,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/charlsst
983rd,FrazzledRaz,37m 57s 022ms,37m 07s 005ms,37m 07s 005ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 months ago,,,https://www.speedrun.com/user/FrazzledRaz
984th,littleroot,37m 47s 660ms,37m 09s 450ms,37m 09s 450ms (in-game time),1.16.1,Easy,F3,CaffeineMC,4 weeks ago,,,https://www.speedrun.com/user/littleroot
985th,TBGG,37m 25s 200ms,37m 10s 100ms,37m 10s 100ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/TBGG
986th,3sv4,37m 19s 012ms,37m 17s 075ms,37m 17s 075ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/3sv4
987th,doximanman,37m 45s 060ms,37m 21s 350ms,37m 21s 350ms (in-game time),1.16.1,Easy,F3,CaffeineMC,4 months ago,,,https://www.speedrun.com/user/doximanman
988th,Flabby-chan,37m 24s 070ms,37m 22s 020ms,37m 22s 020ms (in-game time),1.16.1,Easy,F3,CaffeineMC,7 months ago,,,https://www.speedrun.com/user/Flabby-chan
989th,ShadesU,37m 22s,37m 22s 045ms,37m 22s 045ms (in-game time),1.16.1,Easy,F3,CaffeineMC,4 months ago,,,https://www.speedrun.com/user/ShadesU
990th,Libruh,37m 24s 000ms,37m 24s 000ms,37m 24s 000ms (in-game time),1.16.1,Easy,F3,Vanilla,2 months ago,,,https://www.speedrun.com/user/Libruh
990th,iMacBR,37m 24s 085ms,37m 24s,37m 24s (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/iMacBR
992nd,mayaaaaa,37m 31s 720ms,37m 31s 600ms,37m 31s 600ms (in-game time),1.16.1,Normal,F3,Vanilla,7 months ago,,,https://www.speedrun.com/user/mayaaaaa
993rd,ChiefKeefProlix,37m 33s 700ms,37m 33s 700ms,37m 33s 700ms (in-game time),1.16.1,Easy,F3,Vanilla,3 months ago,,,https://www.speedrun.com/user/ChiefKeefProlix
994th,KleinHD,37m 54s 680ms,37m 36s 600ms,37m 36s 600ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/KleinHD
995th,wothers,37m 37s 157ms,37m 37s 157ms,37m 37s 157ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 weeks ago,,,https://www.speedrun.com/user/wothers
996th,cediehere,37m 43s 005ms,37m 43s 050ms,37m 43s 050ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 months ago,,,https://www.speedrun.com/user/cediehere
996th,Darkrael,37m 43s 370ms,37m 43s 050ms,37m 43s 050ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/Darkrael
998th,RobMaster,37m 46s 860ms,37m 43s 750ms,37m 43s 750ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/RobMaster
999th,Josh2670,37m 49s 000ms,37m 44s 000ms,37m 44s 000ms (in-game time),1.16.1,Hardcore,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/Josh2670
1000th,Zionent,37m 47s,37m 45s,37m 45s (in-game time),1.16.1,Normal,F3,Vanilla,1 month ago,,,https://www.speedrun.com/user/Zionent
1001st,HitThings1114,37m 45s 690ms,37m 45s 690ms,37m 45s 690ms (in-game time),1.16.1,Normal,F3,CaffeineMC,3 months ago,,,https://www.speedrun.com/user/HitThings1114
1002nd,lost_chromosome,37m 47s 050ms,37m 47s 050ms,37m 47s 050ms (in-game time),1.16,Normal,No F3,Vanilla,8 months ago,,,https://www.speedrun.com/user/lost_chromosome
1003rd,Pyroburd,38m 31s 360ms,37m 48s,37m 48s (in-game time),1.16.1,Easy,F3,Vanilla,2 weeks ago,,,https://www.speedrun.com/user/Pyroburd
1004th,Glitchman24,38m 00s,37m 54s,37m 54s (in-game time),1.16.1,Easy,F3,Vanilla,2 months ago,,,https://www.speedrun.com/user/Glitchman24
1005th,Stqtus,38m 09s 260ms,37m 56s 210ms,37m 56s 210ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/Stqtus
1006th,Minos_L2b,38m 10s 020ms,37m 57s 700ms,37m 57s 700ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 months ago,,,https://www.speedrun.com/user/Minos_L2b
1007th,meowmoo,38m 14s 210ms,38m 00s 850ms,38m 00s 850ms (in-game time),1.16.1,Normal,F3,Vanilla,1 month ago,,,https://www.speedrun.com/user/meowmoo
1008th,paramt,38m 20s 000ms,38m 03s 000ms,38m 03s 000ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 months ago,,,https://www.speedrun.com/user/paramt
1009th,Secondairy,38m 18s 130ms,38m 06s 750ms,38m 06s 750ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/Secondairy
1010th,FortNova,38m 06s 890ms,38m 06s 890ms,38m 06s 890ms (in-game time),1.16.1,Easy,F3,Vanilla,4 months ago,,,https://www.speedrun.com/user/FortNova
1011th,AtoyK,40m 04s 770ms,38m 07s 500ms,38m 07s 500ms (in-game time),1.16.1,Normal,F3,CaffeineMC,7 months ago,,,https://www.speedrun.com/user/AtoyK
1012th,CoolKumquat,38m 43s 280ms,38m 09s 150ms,38m 09s 150ms (in-game time),1.16.1,Normal,F3,Vanilla,7 months ago,,,https://www.speedrun.com/user/CoolKumquat
1013th,Shibez,38m 11s 096ms,38m 11s,38m 11s (in-game time),1.16.4,Easy,F3,Vanilla,4 months ago,,,https://www.speedrun.com/user/Shibez
1014th,RAMBORAINBOWxx,38m 12s 130ms,38m 12s 130ms,38m 12s 130ms (in-game time),1.16.1,Easy,F3,Vanilla,2 months ago,,,https://www.speedrun.com/user/RAMBORAINBOWxx
1015th,NeoHere,38m 13s,38m 13s,38m 13s (in-game time),1.16.1,Normal,F3,Vanilla,2 months ago,,,https://www.speedrun.com/user/NeoHere
1016th,BillCanadaCL,38m 15s 540ms,38m 15s 540ms,38m 15s 540ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/BillCanadaCL
1017th,darcoten,38m 18s 054ms,38m 18s 054ms,38m 18s 054ms (in-game time),1.16.1,Normal,F3,Vanilla,2 months ago,,,https://www.speedrun.com/user/darcoten
1018th,Darth_Zo,38m 49s 900ms,38m 19s 200ms,38m 19s 200ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/Darth_Zo
1019th,FalseLord,38m 19s 760ms,38m 19s 760ms,38m 19s 760ms (in-game time),1.16.1,Normal,F3,Vanilla,8 months ago,,,https://www.speedrun.com/user/FalseLord
1020th,iOwnRazer,41m 04s 300ms,38m 19s 850ms,38m 19s 850ms (in-game time),1.14.4,Easy,F3,CaffeineMC,3 weeks ago,,,https://www.speedrun.com/user/iOwnRazer
1021st,FsGrave,38m 20s 097ms,38m 20s 097ms,38m 20s 097ms (in-game time),1.16.1,Normal,F3,CaffeineMC,2 weeks ago,,,https://www.speedrun.com/user/FsGrave
1022nd,trinitytay,43m 46s 043ms,38m 22s 060ms,38m 22s 060ms (in-game time),1.16.1,Easy,F3,Vanilla,4 months ago,,,https://www.speedrun.com/user/trinitytay
1023rd,Slapsters,38m 23s,38m 23s,38m 23s (in-game time),1.16.1,Normal,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/Slapsters
1024th,Pol4,38m 26s 036ms,38m 24s,38m 24s (in-game time),1.16.1,Easy,F3,Vanilla,3 weeks ago,,,https://www.speedrun.com/user/Pol4
1025th,_Little_E,38m 24s 890ms,38m 24s 890ms,38m 24s 890ms (in-game time),1.16.1,Normal,F3,Vanilla,1 month ago,,,https://www.speedrun.com/user/_Little_E
1026th,B8A,38m 31s 092ms,38m 31s 092ms,38m 31s 092ms (in-game time),1.16.1,Normal,F3,CaffeineMC,5 months ago,,,https://www.speedrun.com/user/B8A
1027th,McJerry,38m 34s,38m 34s,38m 34s (in-game time),1.16.1,Easy,F3,Optifine,7 months ago,,,https://www.speedrun.com/user/McJerry
1028th,JoshiWorld,38m 42s 620ms,38m 34s 250ms,38m 34s 250ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 weeks ago,,,https://www.speedrun.com/user/JoshiWorld
1029th,Dido_D,38m 36s 720ms,38m 36s 400ms,38m 36s 400ms (in-game time),1.16.1,Easy,F3,CaffeineMC,4 months ago,,,https://www.speedrun.com/user/Dido_D
1030th,tinsoning,38m 58s 567ms,38m 38s 050ms,38m 38s 050ms (in-game time),1.16.1,Normal,F3,Vanilla,3 months ago,,,https://www.speedrun.com/user/tinsoning
1031st,rasca,38m 39s 054ms,38m 40s,38m 40s (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/rasca
1032nd,Hoejreged2,38m 46s 874ms,38m 40s 150ms,38m 40s 150ms (in-game time),1.16.1,Normal,F3,Vanilla,1 month ago,,,https://www.speedrun.com/user/Hoejreged2
1033rd,torjusik2,38m 41s 097ms,38m 41s 097ms,38m 41s 097ms (in-game time),1.16.1,Easy,F3,CaffeineMC,4 months ago,,,https://www.speedrun.com/user/torjusik2
1034th,LMBlaze,38m 42s 037ms,38m 42s 037ms,38m 42s 037ms (in-game time),1.16.1,Normal,F3,Vanilla,4 months ago,,,https://www.speedrun.com/user/LMBlaze
1035th,MasterG,39m 04s 610ms,38m 45s 950ms,38m 45s 950ms (in-game time),1.16.1,Normal,F3,CaffeineMC,5 months ago,,,https://www.speedrun.com/user/MasterG
1036th,Royaz,38m 47s 690ms,38m 47s 690ms,38m 47s 690ms (in-game time),1.16.1,Easy,F3,Vanilla,2 weeks ago,,,https://www.speedrun.com/user/Royaz
1037th,KingOfP1zza,38m 50s 055ms,38m 50s 055ms,38m 50s 055ms (in-game time),1.16.1,Normal,F3,CaffeineMC,7 months ago,,,https://www.speedrun.com/user/KingOfP1zza
1038th,Bamis,38m 53s 033ms,38m 53s 033ms,38m 53s 033ms (in-game time),1.16.1,Easy,F3,Vanilla,4 months ago,,,https://www.speedrun.com/user/Bamis
1039th,https_filuu,38m 54s 068ms,38m 54s 068ms,38m 54s 068ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/https_filuu
1040th,Reddfy,38m 54s 230ms,38m 54s 230ms,38m 54s 230ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 months ago,,,https://www.speedrun.com/user/Reddfy
1041st,immaZebrah,38m 54s 410ms,38m 54s 410ms,38m 54s 410ms (in-game time),1.16.1,Easy,F3,Vanilla,4 months ago,,,https://www.speedrun.com/user/immaZebrah
1042nd,KenForest,39m 02s 200ms,38m 58s,38m 58s (in-game time),1.16.1,Normal,F3,Vanilla,1 month ago,,,https://www.speedrun.com/user/KenForest
1043rd,calvinbrine,38m 58s 830ms,38m 58s 830ms,38m 58s 830ms (in-game time),1.16.1,,F3,Vanilla,1 month ago,,,https://www.speedrun.com/user/calvinbrine
1044th,Diskylox,39m 00s,39m 00s,39m 00s (in-game time),1.16.1,Normal,F3,Vanilla,3 months ago,,,https://www.speedrun.com/user/Diskylox
1045th,YoshiMT,39m 01s 050ms,39m 01s 050ms,39m 01s 050ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 months ago,,,https://www.speedrun.com/user/YoshiMT
1046th,AverageArcadian,39m 46s 061ms,39m 06s 015ms,39m 06s 015ms (in-game time),1.16.1,Easy,F3,CaffeineMC,4 months ago,,,https://www.speedrun.com/user/AverageArcadian
1047th,Gaukh,39m 30s 020ms,39m 08s 850ms,39m 08s 850ms (in-game time),1.16.1,Normal,F3,CaffeineMC,6 months ago,,,https://www.speedrun.com/user/Gaukh
1048th,GeovaTheLegend,42m 16s 033ms,39m 10s 050ms,39m 10s 050ms (in-game time),1.16.1,Normal,F3,Optifine,8 months ago,,,https://www.speedrun.com/user/GeovaTheLegend
1049th,Enwm_,42m 57s 000ms,39m 10s 000ms,39m 10s 000ms (in-game time),1.16.1,Normal,F3,CaffeineMC,3 weeks ago,,,https://www.speedrun.com/user/Enwm_
1050th,TheLucass,39m 21s,39m 11s,39m 11s (in-game time),1.16.1,Normal,F3,CaffeineMC,5 months ago,,,https://www.speedrun.com/user/TheLucass
1051st,JarJarBen,39m 17s 820ms,39m 13s 600ms,39m 13s 600ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 months ago,,,https://www.speedrun.com/user/JarJarBen
1052nd,MrSmilesss,40m 57s 930ms,39m 15s,39m 15s (in-game time),1.16.1,Easy,F3,CaffeineMC,3 months ago,,,https://www.speedrun.com/user/MrSmilesss
1053rd,Katnapz,32m 00s 740ms,39m 15s 450ms,39m 15s 450ms (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/Katnapz
1054th,Niko2233,39m 16s,39m 16s,39m 16s (in-game time),1.16.1,Easy,F3,Vanilla,2 months ago,,,https://www.speedrun.com/user/Niko2233
1055th,PoofessorP,39m 16s 750ms,39m 17s 100ms,39m 17s 100ms (in-game time),1.16.1,Easy,F3,Vanilla,1 month ago,,,https://www.speedrun.com/user/PoofessorP
1056th,luca1855,39m 21s 090ms,39m 21s 090ms,39m 21s 090ms (in-game time),1.16.1,Easy,F3,Vanilla,8 months ago,,,https://www.speedrun.com/user/luca1855
1057th,McMuffin591,39m 23s 008ms,39m 23s 065ms,39m 23s 065ms (in-game time),1.16.1,Easy,F3,Vanilla,2 months ago,,,https://www.speedrun.com/user/McMuffin591
1058th,aceidien,39m 25s 045ms,39m 25s 045ms,39m 25s 045ms (in-game time),1.16.1,Normal,F3,Vanilla,6 months ago,,,https://www.speedrun.com/user/aceidien
1059th,ImJustJR,39m 25s 090ms,39m 25s 090ms,39m 25s 090ms (in-game time),1.16.1,Hard,F3,CaffeineMC,4 months ago,,,https://www.speedrun.com/user/ImJustJR
1060th,Flootow,39m 29s 210ms,39m 29s 210ms,39m 29s 210ms (in-game time),1.16.1,Hardcore,F3,Vanilla,8 months ago,,,https://www.speedrun.com/user/Flootow
1061st,Dorin,39m 31s 220ms,39m 31s 220ms,39m 31s 220ms (in-game time),1.16.1,Normal,F3,Vanilla,2 months ago,,,https://www.speedrun.com/user/Dorin
1062nd,ma4ka5asla,39m 35s 920ms,39m 35s 500ms,39m 35s 500ms (in-game time),1.16.1,Normal,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/ma4ka5asla
1063rd,OpayChamaday,39m 47s 037ms,39m 37s 045ms,39m 37s 045ms (in-game time),1.16.1,Normal,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/OpayChamaday
1064th,saturno_,39m 40s 081ms,39m 40s 081ms,39m 40s 081ms (in-game time),1.16.1,Easy,F3,Vanilla,3 months ago,,,https://www.speedrun.com/user/saturno_
1065th,laake,39m 47s 067ms,39m 40s 090ms,39m 40s 090ms (in-game time),1.16.1,Normal,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/laake
1066th,EmpireKills702,39m 40s 690ms,39m 40s 690ms,39m 40s 690ms (in-game time),1.16.1,Normal,F3,CaffeineMC,5 months ago,,,https://www.speedrun.com/user/EmpireKills702
1067th,SuperAiderton,40m 17s,39m 43s,39m 43s (in-game time),1.16.1,Easy,F3,Vanilla,1 month ago,,,https://www.speedrun.com/user/SuperAiderton
1068th,Avoma,39m 52s 070ms,39m 47s 095ms,39m 47s 095ms (in-game time),1.16.5,Normal,F3,Vanilla,1 month ago,,,https://www.speedrun.com/user/Avoma
1069th,KacperBazan,,39m 50s 035ms,39m 50s 035ms (in-game time),1.16.1,Easy,F3,CaffeineMC,4 months ago,,,https://www.speedrun.com/user/KacperBazan
1070th,MarceLOL,40m 23s 026ms,39m 50s 065ms,39m 50s 065ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 months ago,,,https://www.speedrun.com/user/MarceLOL
1071st,Kudoclvsm,39m 51s 037ms,39m 51s 023ms,39m 51s 023ms (in-game time),1.16.1,Normal,F3,Vanilla,5 months ago,,,https://www.speedrun.com/user/Kudoclvsm
1072nd,HandsomeSquid,39m 56s,39m 56s,39m 56s (in-game time),1.16.1,Normal,F3,Optifine,7 months ago,,,https://www.speedrun.com/user/HandsomeSquid
1073rd,Riskwastaken,39m 56s 280ms,39m 56s 280ms,39m 56s 280ms (in-game time),1.16.1,Normal,F3,CaffeineMC,7 months ago,,,https://www.speedrun.com/user/Riskwastaken
1074th,ijoekr,39m 59s 250ms,39m 59s 250ms,39m 59s 250ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/ijoekr
1075th,zak1,40m 00s 230ms,40m 00s 150ms,40m 00s 150ms (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/zak1
1076th,superquazas,40m 01s 300ms,40m 01s 300ms,40m 01s 300ms (in-game time),1.16.1,Normal,F3,Vanilla,2 months ago,,,https://www.speedrun.com/user/superquazas
1077th,Yakso,40m 07s 042ms,40m 07s 042ms,40m 07s 042ms (in-game time),1.16.1,Normal,F3,Vanilla,6 months ago,,,https://www.speedrun.com/user/Yakso
1078th,wikiweb,40m 44s 210ms,40m 08s,40m 08s (in-game time),1.16.1,Easy,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/wikiweb
1079th,CoffeeBeanPie,40m 22s 280ms,40m 09s 950ms,40m 09s 950ms (in-game time),1.16.1,Normal,F3,CaffeineMC,4 months ago,,,https://www.speedrun.com/user/CoffeeBeanPie
1080th,DDOskar,40m 19s 200ms,40m 10s 850ms,40m 10s 850ms (in-game time),1.16.1,Normal,F3,CaffeineMC,2 weeks ago,,,https://www.speedrun.com/user/DDOskar
1081st,Daglexy,40m 02s 008ms,40m 12s,40m 12s (in-game time),1.16.1,Easy,F3,Vanilla,2 months ago,,,https://www.speedrun.com/user/Daglexy
1082nd,Nebbeth,40m 14s,40m 14s,40m 14s (in-game time),1.16.1,Normal,F3,Vanilla,5 months ago,,,https://www.speedrun.com/user/Nebbeth
1083rd,Smartdog25,40m 15s 097ms,40m 15s 097ms,40m 15s 097ms (in-game time),1.16.1,Easy,F3,Vanilla,4 months ago,,,https://www.speedrun.com/user/Smartdog25
1084th,POTATO_AIM,44m 00s 520ms,40m 19s 100ms,40m 19s 100ms (in-game time),1.16.1,Easy,F3,Vanilla,4 months ago,,,https://www.speedrun.com/user/POTATO_AIM
1085th,sonic051,40m 30s 037ms,40m 30s 037ms,40m 30s 037ms (in-game time),1.16.1,Normal,F3,Vanilla,7 months ago,,,https://www.speedrun.com/user/sonic051
1086th,fingeon27,40m 39s 280ms,40m 31s 550ms,40m 31s 550ms (in-game time),1.16.1,Normal,F3,Vanilla,1 month ago,,,https://www.speedrun.com/user/fingeon27
1087th,spaghettspoon,40m 32s,40m 32s,40m 32s (in-game time),1.16.1,Easy,F3,Vanilla,8 months ago,,,https://www.speedrun.com/user/spaghettspoon
1088th,Joeled,40m 55s 430ms,40m 32s 710ms,40m 32s 710ms (in-game time),1.16.1,Easy,F3,Vanilla,2 months ago,,,https://www.speedrun.com/user/Joeled
1089th,heymate,42m 23s 170ms,40m 37s 650ms,40m 37s 650ms (in-game time),1.16.1,Easy,F3,CaffeineMC,4 months ago,,,https://www.speedrun.com/user/heymate
1090th,Ravn_T,40m 40s 050ms,40m 40s 050ms,40m 40s 050ms (in-game time),1.16.1,Easy,F3,CaffeineMC,6 months ago,,,https://www.speedrun.com/user/Ravn_T
1091st,heatedkai,40m 51s 150ms,40m 45s,40m 45s (in-game time),1.16.1,Easy,F3,CaffeineMC,2 months ago,,,https://www.speedrun.com/user/heatedkai
1092nd,Maximium,40m 50s 043ms,40m 46s 043ms,40m 46s 043ms (in-game time),1.16.1,Easy,F3,Vanilla,4 months ago,,,https://www.speedrun.com/user/Maximium
1093rd,Nevv,40m 52s 360ms,40m 52s 360ms,40m 52s 360ms (in-game time),1.16.1,Normal,F3,CaffeineMC,7 months ago,,,https://www.speedrun.com/user/Nevv
1094th,PlayerTwo,40m 58s 320ms,40m 53s 400ms,40m 53s 400ms (in-game time),1.16.1,Normal,F3,Vanilla,2 months ago,,,https://www.speedrun.com/user/PlayerTwo
1095th,Wosh_,42m 03s 665ms,40m 56s 150ms,40m 56s 150ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 months ago,,,https://www.speedrun.com/user/Wosh_
1096th,KirbyKareem,41m 06s 760ms,41m 06s 760ms,41m 06s 760ms (in-game time),1.16.1,Normal,F3,CaffeineMC,7 months ago,,,https://www.speedrun.com/user/KirbyKareem
1097th,Ennae,41m 14s 081ms,41m 11s 082ms,41m 11s 082ms (in-game time),1.16.1,Normal,F3,Vanilla,5 months ago,,,https://www.speedrun.com/user/Ennae
1098th,Trickstermania,41m 35s 420ms,41m 15s 200ms,41m 15s 200ms (in-game time),1.16.1,Normal,F3,CaffeineMC,1 month ago,,,https://www.speedrun.com/user/Trickstermania
1099th,Justin_,41m 21s 310ms,41m 21s 310ms,41m 21s 310ms (in-game time),1.16.1,Easy,F3,CaffeineMC,3 months ago,,,https://www.speedrun.com/user/Justin_
